middlePos	receiverPos	error 높이
[  25.  185.]	[ 5.  5.]	1050.0
[ 35.  35.]	[  5.  25.]	1050.0
[ 35.  35.]	[  5.  25.]	1050.0
[ 35.  35.]	[ 25.   5.]	1050.0
[  35.  175.]	[ 5.  5.]	1050.0
[  35.  175.]	[ 5.  5.]	1050.0
[  45.  165.]	[ 5.  5.]	1050.0
[  45.  165.]	[ 5.  5.]	1050.0
[  55.  155.]	[ 5.  5.]	1050.0
[  55.  155.]	[ 5.  5.]	1050.0
[  65.  145.]	[ 5.  5.]	1050.0
[  65.  145.]	[ 5.  5.]	1050.0
[  75.  135.]	[ 5.  5.]	1050.0
[  75.  135.]	[ 5.  5.]	1050.0
[ 85.   5.]	[   5.  125.]	1050.0
[ 85.   5.]	[   5.  125.]	1050.0
[ 85.  25.]	[  5.  25.]	1050.0
[ 85.  25.]	[  5.  25.]	1050.0
[  85.  125.]	[ 5.  5.]	1050.0
[  85.  125.]	[ 5.  5.]	1050.0
[  95.  115.]	[ 5.  5.]	1050.0
[  95.  115.]	[ 5.  5.]	1050.0
[ 105.  105.]	[ 5.  5.]	1050.0
[ 105.  105.]	[ 5.  5.]	1050.0
[ 115.   95.]	[ 5.  5.]	1050.0
[ 115.   95.]	[ 5.  5.]	1050.0
[ 125.   85.]	[ 5.  5.]	1050.0
[ 125.   85.]	[ 5.  5.]	1050.0
[ 135.   15.]	[  5.  25.]	1050.0
[ 135.   15.]	[  5.  25.]	1050.0
[ 135.   75.]	[ 5.  5.]	1050.0
[ 135.   75.]	[ 5.  5.]	1050.0
[ 145.   65.]	[ 5.  5.]	1050.0
[ 145.   65.]	[ 5.  5.]	1050.0
[ 155.   55.]	[ 5.  5.]	1050.0
[ 155.   55.]	[ 5.  5.]	1050.0
[ 165.   45.]	[ 5.  5.]	1050.0
[ 165.   45.]	[ 5.  5.]	1050.0
[ 175.   35.]	[ 5.  5.]	1050.0
[ 175.   35.]	[ 5.  5.]	1050.0
[ 185.    5.]	[  5.  25.]	1050.0
[ 185.    5.]	[  5.  25.]	1050.0
[ 185.   25.]	[ 5.  5.]	1050.0
[ 185.   25.]	[ 5.  5.]	1050.0
[ 195.   15.]	[ 5.  5.]	1050.0
[ 195.   15.]	[ 5.  5.]	1050.0
[  5.  95.]	[ 125.    5.]	1100.0
[   5.  195.]	[ 25.   5.]	1100.0
[  15.  145.]	[ 25.   5.]	1100.0
[ 25.  95.]	[ 25.   5.]	1100.0
[  25.  195.]	[ 5.  5.]	1100.0
[  25.  195.]	[ 5.  5.]	1100.0
[ 35.  45.]	[ 25.   5.]	1100.0
[  35.  185.]	[ 5.  5.]	1100.0
[  35.  185.]	[ 5.  5.]	1100.0
[ 45.  35.]	[  5.  25.]	1100.0
[ 45.  35.]	[  5.  25.]	1100.0
[  45.  175.]	[ 5.  5.]	1100.0
[  45.  175.]	[ 5.  5.]	1100.0
[  55.  165.]	[ 5.  5.]	1100.0
[  55.  165.]	[ 5.  5.]	1100.0
[  65.  155.]	[ 5.  5.]	1100.0
[  65.  155.]	[ 5.  5.]	1100.0
[  75.  145.]	[ 5.  5.]	1100.0
[  75.  145.]	[ 5.  5.]	1100.0
[  85.  135.]	[ 5.  5.]	1100.0
[  85.  135.]	[ 5.  5.]	1100.0
[ 95.   5.]	[   5.  125.]	1100.0
[ 95.   5.]	[   5.  125.]	1100.0
[ 95.  25.]	[  5.  25.]	1100.0
[ 95.  25.]	[  5.  25.]	1100.0
[  95.  125.]	[ 5.  5.]	1100.0
[  95.  125.]	[ 5.  5.]	1100.0
[ 105.  115.]	[ 5.  5.]	1100.0
[ 105.  115.]	[ 5.  5.]	1100.0
[ 115.  105.]	[ 5.  5.]	1100.0
[ 115.  105.]	[ 5.  5.]	1100.0
[ 125.   95.]	[ 5.  5.]	1100.0
[ 125.   95.]	[ 5.  5.]	1100.0
[ 135.   85.]	[ 5.  5.]	1100.0
[ 135.   85.]	[ 5.  5.]	1100.0
[ 145.   15.]	[  5.  25.]	1100.0
[ 145.   15.]	[  5.  25.]	1100.0
[ 145.   75.]	[ 5.  5.]	1100.0
[ 145.   75.]	[ 5.  5.]	1100.0
[ 155.   65.]	[ 5.  5.]	1100.0
[ 155.   65.]	[ 5.  5.]	1100.0
[ 165.   55.]	[ 5.  5.]	1100.0
[ 165.   55.]	[ 5.  5.]	1100.0
[ 175.   45.]	[ 5.  5.]	1100.0
[ 175.   45.]	[ 5.  5.]	1100.0
[ 185.   35.]	[ 5.  5.]	1100.0
[ 185.   35.]	[ 5.  5.]	1100.0
[ 195.    5.]	[  5.  25.]	1100.0
[ 195.    5.]	[  5.  25.]	1100.0
[ 195.   25.]	[ 5.  5.]	1100.0
[ 195.   25.]	[ 5.  5.]	1100.0
[  5.  45.]	[  5.  25.]	1150.0
[  5.  45.]	[  5.  25.]	1150.0
[   5.  105.]	[ 125.    5.]	1150.0
[  15.  155.]	[ 25.   5.]	1150.0
[  25.  105.]	[ 25.   5.]	1150.0
[ 35.  55.]	[ 25.   5.]	1150.0
[  35.  195.]	[ 5.  5.]	1150.0
[  35.  195.]	[ 5.  5.]	1150.0
[ 45.   5.]	[ 25.   5.]	1150.0
[  45.  185.]	[ 5.  5.]	1150.0
[  45.  185.]	[ 5.  5.]	1150.0
[ 55.  35.]	[  5.  25.]	1150.0
[ 55.  35.]	[  5.  25.]	1150.0
[  55.  175.]	[ 5.  5.]	1150.0
[  55.  175.]	[ 5.  5.]	1150.0
[  65.  165.]	[ 5.  5.]	1150.0
[  65.  165.]	[ 5.  5.]	1150.0
[  75.  155.]	[ 5.  5.]	1150.0
[  75.  155.]	[ 5.  5.]	1150.0
[  85.  145.]	[ 5.  5.]	1150.0
[  85.  145.]	[ 5.  5.]	1150.0
[  95.  135.]	[ 5.  5.]	1150.0
[  95.  135.]	[ 5.  5.]	1150.0
[ 105.    5.]	[   5.  125.]	1150.0
[ 105.    5.]	[   5.  125.]	1150.0
[ 105.   25.]	[  5.  25.]	1150.0
[ 105.   25.]	[  5.  25.]	1150.0
[ 105.  125.]	[ 5.  5.]	1150.0
[ 105.  125.]	[ 5.  5.]	1150.0
[ 115.  115.]	[ 5.  5.]	1150.0
[ 115.  115.]	[ 5.  5.]	1150.0
[ 125.  105.]	[ 5.  5.]	1150.0
[ 125.  105.]	[ 5.  5.]	1150.0
[ 135.   95.]	[ 5.  5.]	1150.0
[ 135.   95.]	[ 5.  5.]	1150.0
[ 145.   85.]	[ 5.  5.]	1150.0
[ 145.   85.]	[ 5.  5.]	1150.0
[ 155.   15.]	[  5.  25.]	1150.0
[ 155.   15.]	[  5.  25.]	1150.0
[ 155.   75.]	[ 5.  5.]	1150.0
[ 155.   75.]	[ 5.  5.]	1150.0
[ 165.   65.]	[ 5.  5.]	1150.0
[ 165.   65.]	[ 5.  5.]	1150.0
[ 175.   55.]	[ 5.  5.]	1150.0
[ 175.   55.]	[ 5.  5.]	1150.0
[ 185.   45.]	[ 5.  5.]	1150.0
[ 185.   45.]	[ 5.  5.]	1150.0
[ 195.   35.]	[ 5.  5.]	1150.0
[ 195.   35.]	[ 5.  5.]	1150.0
[   5.  115.]	[ 125.    5.]	1200.0
[ 15.  45.]	[  5.  25.]	1200.0
[ 15.  45.]	[  5.  25.]	1200.0
[  15.  165.]	[ 25.   5.]	1200.0
[  25.  115.]	[ 25.   5.]	1200.0
[ 35.  65.]	[ 25.   5.]	1200.0
[ 45.  15.]	[ 25.   5.]	1200.0
[  45.  195.]	[ 5.  5.]	1200.0
[  45.  195.]	[ 5.  5.]	1200.0
[  55.  185.]	[ 5.  5.]	1200.0
[  55.  185.]	[ 5.  5.]	1200.0
[ 65.  35.]	[  5.  25.]	1200.0
[ 65.  35.]	[  5.  25.]	1200.0
[  65.  175.]	[ 5.  5.]	1200.0
[  65.  175.]	[ 5.  5.]	1200.0
[  75.  165.]	[ 5.  5.]	1200.0
[  75.  165.]	[ 5.  5.]	1200.0
[  85.  155.]	[ 5.  5.]	1200.0
[  85.  155.]	[ 5.  5.]	1200.0
[  95.  145.]	[ 5.  5.]	1200.0
[  95.  145.]	[ 5.  5.]	1200.0
[ 105.  135.]	[ 5.  5.]	1200.0
[ 105.  135.]	[ 5.  5.]	1200.0
[ 115.    5.]	[   5.  125.]	1200.0
[ 115.    5.]	[   5.  125.]	1200.0
[ 115.   25.]	[  5.  25.]	1200.0
[ 115.   25.]	[  5.  25.]	1200.0
[ 115.  125.]	[ 5.  5.]	1200.0
[ 115.  125.]	[ 5.  5.]	1200.0
[ 125.  115.]	[ 5.  5.]	1200.0
[ 125.  115.]	[ 5.  5.]	1200.0
[ 135.  105.]	[ 5.  5.]	1200.0
[ 135.  105.]	[ 5.  5.]	1200.0
[ 145.   95.]	[ 5.  5.]	1200.0
[ 145.   95.]	[ 5.  5.]	1200.0
[ 155.   85.]	[ 5.  5.]	1200.0
[ 155.   85.]	[ 5.  5.]	1200.0
[ 165.   15.]	[  5.  25.]	1200.0
[ 165.   15.]	[  5.  25.]	1200.0
[ 165.   75.]	[ 5.  5.]	1200.0
[ 165.   75.]	[ 5.  5.]	1200.0
[ 175.   65.]	[ 5.  5.]	1200.0
[ 175.   65.]	[ 5.  5.]	1200.0
[ 185.   55.]	[ 5.  5.]	1200.0
[ 185.   55.]	[ 5.  5.]	1200.0
[ 195.   45.]	[ 5.  5.]	1200.0
[ 195.   45.]	[ 5.  5.]	1200.0
[ 5.  5.]	[ 125.  125.]	1250.0
[  5.  25.]	[ 125.   25.]	1250.0
[  5.  45.]	[ 25.  25.]	1250.0
[   5.  125.]	[ 125.    5.]	1250.0
[ 15.  35.]	[ 25.  25.]	1250.0
[  15.  175.]	[ 25.   5.]	1250.0
[ 25.   5.]	[  25.  125.]	1250.0
[ 25.  25.]	[ 25.  25.]	1250.0
[ 25.  45.]	[  5.  25.]	1250.0
[ 25.  45.]	[  5.  25.]	1250.0
[  25.  125.]	[ 25.   5.]	1250.0
[ 35.  15.]	[ 25.  25.]	1250.0
[ 35.  75.]	[ 25.   5.]	1250.0
[ 45.   5.]	[ 25.  25.]	1250.0
[ 45.  25.]	[ 25.   5.]	1250.0
[  55.  195.]	[ 5.  5.]	1250.0
[  55.  195.]	[ 5.  5.]	1250.0
[  65.  185.]	[ 5.  5.]	1250.0
[  65.  185.]	[ 5.  5.]	1250.0
[ 75.  35.]	[  5.  25.]	1250.0
[ 75.  35.]	[  5.  25.]	1250.0
[  75.  175.]	[ 5.  5.]	1250.0
[  75.  175.]	[ 5.  5.]	1250.0
[  85.  165.]	[ 5.  5.]	1250.0
[  85.  165.]	[ 5.  5.]	1250.0
[  95.  155.]	[ 5.  5.]	1250.0
[  95.  155.]	[ 5.  5.]	1250.0
[ 105.  145.]	[ 5.  5.]	1250.0
[ 105.  145.]	[ 5.  5.]	1250.0
[ 115.  135.]	[ 5.  5.]	1250.0
[ 115.  135.]	[ 5.  5.]	1250.0
[ 125.    5.]	[   5.  125.]	1250.0
[ 125.    5.]	[   5.  125.]	1250.0
[ 125.   25.]	[  5.  25.]	1250.0
[ 125.   25.]	[  5.  25.]	1250.0
[ 125.  125.]	[ 5.  5.]	1250.0
[ 125.  125.]	[ 5.  5.]	1250.0
[ 135.  115.]	[ 5.  5.]	1250.0
[ 135.  115.]	[ 5.  5.]	1250.0
[ 145.  105.]	[ 5.  5.]	1250.0
[ 145.  105.]	[ 5.  5.]	1250.0
[ 155.   95.]	[ 5.  5.]	1250.0
[ 155.   95.]	[ 5.  5.]	1250.0
[ 165.   85.]	[ 5.  5.]	1250.0
[ 165.   85.]	[ 5.  5.]	1250.0
[ 175.   15.]	[  5.  25.]	1250.0
[ 175.   15.]	[  5.  25.]	1250.0
[ 175.   75.]	[ 5.  5.]	1250.0
[ 175.   75.]	[ 5.  5.]	1250.0
[ 185.   65.]	[ 5.  5.]	1250.0
[ 185.   65.]	[ 5.  5.]	1250.0
[ 195.   55.]	[ 5.  5.]	1250.0
[ 195.   55.]	[ 5.  5.]	1250.0
[   5.  135.]	[ 125.    5.]	1300.0
[  15.  185.]	[ 25.   5.]	1300.0
[  25.  135.]	[ 25.   5.]	1300.0
[ 35.  45.]	[  5.  25.]	1300.0
[ 35.  45.]	[  5.  25.]	1300.0
[ 35.  85.]	[ 25.   5.]	1300.0
[ 45.  35.]	[ 25.   5.]	1300.0
[  65.  195.]	[ 5.  5.]	1300.0
[  65.  195.]	[ 5.  5.]	1300.0
[  75.  185.]	[ 5.  5.]	1300.0
[  75.  185.]	[ 5.  5.]	1300.0
[ 85.  35.]	[  5.  25.]	1300.0
[ 85.  35.]	[  5.  25.]	1300.0
[  85.  175.]	[ 5.  5.]	1300.0
[  85.  175.]	[ 5.  5.]	1300.0
[  95.  165.]	[ 5.  5.]	1300.0
[  95.  165.]	[ 5.  5.]	1300.0
[ 105.  155.]	[ 5.  5.]	1300.0
[ 105.  155.]	[ 5.  5.]	1300.0
[ 115.  145.]	[ 5.  5.]	1300.0
[ 115.  145.]	[ 5.  5.]	1300.0
[ 125.  135.]	[ 5.  5.]	1300.0
[ 125.  135.]	[ 5.  5.]	1300.0
[ 135.    5.]	[   5.  125.]	1300.0
[ 135.    5.]	[   5.  125.]	1300.0
[ 135.   25.]	[  5.  25.]	1300.0
[ 135.   25.]	[  5.  25.]	1300.0
[ 135.  125.]	[ 5.  5.]	1300.0
[ 135.  125.]	[ 5.  5.]	1300.0
[ 145.  115.]	[ 5.  5.]	1300.0
[ 145.  115.]	[ 5.  5.]	1300.0
[ 155.  105.]	[ 5.  5.]	1300.0
[ 155.  105.]	[ 5.  5.]	1300.0
[ 165.   95.]	[ 5.  5.]	1300.0
[ 165.   95.]	[ 5.  5.]	1300.0
[ 175.   85.]	[ 5.  5.]	1300.0
[ 175.   85.]	[ 5.  5.]	1300.0
[ 185.   15.]	[  5.  25.]	1300.0
[ 185.   15.]	[  5.  25.]	1300.0
[ 185.   75.]	[ 5.  5.]	1300.0
[ 185.   75.]	[ 5.  5.]	1300.0
[ 195.   65.]	[ 5.  5.]	1300.0
[ 195.   65.]	[ 5.  5.]	1300.0
[   5.  145.]	[ 125.    5.]	1350.0
[  15.  195.]	[ 25.   5.]	1350.0
[  25.  145.]	[ 25.   5.]	1350.0
[ 35.  95.]	[ 25.   5.]	1350.0
[ 45.  45.]	[  5.  25.]	1350.0
[ 45.  45.]	[  5.  25.]	1350.0
[ 45.  45.]	[ 25.   5.]	1350.0
[  75.  195.]	[ 5.  5.]	1350.0
[  75.  195.]	[ 5.  5.]	1350.0
[  85.  185.]	[ 5.  5.]	1350.0
[  85.  185.]	[ 5.  5.]	1350.0
[ 95.  35.]	[  5.  25.]	1350.0
[ 95.  35.]	[  5.  25.]	1350.0
[  95.  175.]	[ 5.  5.]	1350.0
[  95.  175.]	[ 5.  5.]	1350.0
[ 105.  165.]	[ 5.  5.]	1350.0
[ 105.  165.]	[ 5.  5.]	1350.0
[ 115.  155.]	[ 5.  5.]	1350.0
[ 115.  155.]	[ 5.  5.]	1350.0
[ 125.  145.]	[ 5.  5.]	1350.0
[ 125.  145.]	[ 5.  5.]	1350.0
[ 135.  135.]	[ 5.  5.]	1350.0
[ 135.  135.]	[ 5.  5.]	1350.0
[ 145.    5.]	[   5.  125.]	1350.0
[ 145.    5.]	[   5.  125.]	1350.0
[ 145.   25.]	[  5.  25.]	1350.0
[ 145.   25.]	[  5.  25.]	1350.0
[ 145.  125.]	[ 5.  5.]	1350.0
[ 145.  125.]	[ 5.  5.]	1350.0
[ 155.  115.]	[ 5.  5.]	1350.0
[ 155.  115.]	[ 5.  5.]	1350.0
[ 165.  105.]	[ 5.  5.]	1350.0
[ 165.  105.]	[ 5.  5.]	1350.0
[ 175.   95.]	[ 5.  5.]	1350.0
[ 175.   95.]	[ 5.  5.]	1350.0
[ 185.   85.]	[ 5.  5.]	1350.0
[ 185.   85.]	[ 5.  5.]	1350.0
[ 195.   15.]	[  5.  25.]	1350.0
[ 195.   15.]	[  5.  25.]	1350.0
[ 195.   75.]	[ 5.  5.]	1350.0
[ 195.   75.]	[ 5.  5.]	1350.0
[  5.  55.]	[  5.  25.]	1400.0
[  5.  55.]	[  5.  25.]	1400.0
[   5.  155.]	[ 125.    5.]	1400.0
[  25.  155.]	[ 25.   5.]	1400.0
[  35.  105.]	[ 25.   5.]	1400.0
[ 45.  55.]	[ 25.   5.]	1400.0
[ 55.   5.]	[ 25.   5.]	1400.0
[ 55.  45.]	[  5.  25.]	1400.0
[ 55.  45.]	[  5.  25.]	1400.0
[  85.  195.]	[ 5.  5.]	1400.0
[  85.  195.]	[ 5.  5.]	1400.0
[  95.  185.]	[ 5.  5.]	1400.0
[  95.  185.]	[ 5.  5.]	1400.0
[ 105.   35.]	[  5.  25.]	1400.0
[ 105.   35.]	[  5.  25.]	1400.0
[ 105.  175.]	[ 5.  5.]	1400.0
[ 105.  175.]	[ 5.  5.]	1400.0
[ 115.  165.]	[ 5.  5.]	1400.0
[ 115.  165.]	[ 5.  5.]	1400.0
[ 125.  155.]	[ 5.  5.]	1400.0
[ 125.  155.]	[ 5.  5.]	1400.0
[ 135.  145.]	[ 5.  5.]	1400.0
[ 135.  145.]	[ 5.  5.]	1400.0
[ 145.  135.]	[ 5.  5.]	1400.0
[ 145.  135.]	[ 5.  5.]	1400.0
[ 155.    5.]	[   5.  125.]	1400.0
[ 155.    5.]	[   5.  125.]	1400.0
[ 155.   25.]	[  5.  25.]	1400.0
[ 155.   25.]	[  5.  25.]	1400.0
[ 155.  125.]	[ 5.  5.]	1400.0
[ 155.  125.]	[ 5.  5.]	1400.0
[ 165.  115.]	[ 5.  5.]	1400.0
[ 165.  115.]	[ 5.  5.]	1400.0
[ 175.  105.]	[ 5.  5.]	1400.0
[ 175.  105.]	[ 5.  5.]	1400.0
[ 185.   95.]	[ 5.  5.]	1400.0
[ 185.   95.]	[ 5.  5.]	1400.0
[ 195.   85.]	[ 5.  5.]	1400.0
[ 195.   85.]	[ 5.  5.]	1400.0
[   5.  165.]	[ 125.    5.]	1450.0
[ 15.  55.]	[  5.  25.]	1450.0
[ 15.  55.]	[  5.  25.]	1450.0
[  25.  165.]	[ 25.   5.]	1450.0
[  35.  115.]	[ 25.   5.]	1450.0
[ 45.  65.]	[ 25.   5.]	1450.0
[ 55.  15.]	[ 25.   5.]	1450.0
[ 65.  45.]	[  5.  25.]	1450.0
[ 65.  45.]	[  5.  25.]	1450.0
[  95.  195.]	[ 5.  5.]	1450.0
[  95.  195.]	[ 5.  5.]	1450.0
[ 105.  185.]	[ 5.  5.]	1450.0
[ 105.  185.]	[ 5.  5.]	1450.0
[ 115.   35.]	[  5.  25.]	1450.0
[ 115.   35.]	[  5.  25.]	1450.0
[ 115.  175.]	[ 5.  5.]	1450.0
[ 115.  175.]	[ 5.  5.]	1450.0
[ 125.  165.]	[ 5.  5.]	1450.0
[ 125.  165.]	[ 5.  5.]	1450.0
[ 135.  155.]	[ 5.  5.]	1450.0
[ 135.  155.]	[ 5.  5.]	1450.0
[ 145.  145.]	[ 5.  5.]	1450.0
[ 145.  145.]	[ 5.  5.]	1450.0
[ 155.  135.]	[ 5.  5.]	1450.0
[ 155.  135.]	[ 5.  5.]	1450.0
[ 165.    5.]	[   5.  125.]	1450.0
[ 165.    5.]	[   5.  125.]	1450.0
[ 165.   25.]	[  5.  25.]	1450.0
[ 165.   25.]	[  5.  25.]	1450.0
[ 165.  125.]	[ 5.  5.]	1450.0
[ 165.  125.]	[ 5.  5.]	1450.0
[ 175.  115.]	[ 5.  5.]	1450.0
[ 175.  115.]	[ 5.  5.]	1450.0
[ 185.  105.]	[ 5.  5.]	1450.0
[ 185.  105.]	[ 5.  5.]	1450.0
[ 195.   95.]	[ 5.  5.]	1450.0
[ 195.   95.]	[ 5.  5.]	1450.0
[  5.  35.]	[ 125.   25.]	1500.0
[  5.  55.]	[ 25.  25.]	1500.0
[   5.  175.]	[ 125.    5.]	1500.0
[ 15.  45.]	[ 25.  25.]	1500.0
[ 25.  35.]	[ 25.  25.]	1500.0
[ 25.  55.]	[  5.  25.]	1500.0
[ 25.  55.]	[  5.  25.]	1500.0
[  25.  175.]	[ 25.   5.]	1500.0
[ 35.   5.]	[  25.  125.]	1500.0
[ 35.  25.]	[ 25.  25.]	1500.0
[  35.  125.]	[ 25.   5.]	1500.0
[ 45.  15.]	[ 25.  25.]	1500.0
[ 45.  75.]	[ 25.   5.]	1500.0
[ 55.   5.]	[ 25.  25.]	1500.0
[ 55.  25.]	[ 25.   5.]	1500.0
[ 75.  45.]	[  5.  25.]	1500.0
[ 75.  45.]	[  5.  25.]	1500.0
[ 105.  195.]	[ 5.  5.]	1500.0
[ 105.  195.]	[ 5.  5.]	1500.0
[ 115.  185.]	[ 5.  5.]	1500.0
[ 115.  185.]	[ 5.  5.]	1500.0
[ 125.   35.]	[  5.  25.]	1500.0
[ 125.   35.]	[  5.  25.]	1500.0
[ 125.  175.]	[ 5.  5.]	1500.0
[ 125.  175.]	[ 5.  5.]	1500.0
[ 135.  165.]	[ 5.  5.]	1500.0
[ 135.  165.]	[ 5.  5.]	1500.0
[ 145.  155.]	[ 5.  5.]	1500.0
[ 145.  155.]	[ 5.  5.]	1500.0
[ 155.  145.]	[ 5.  5.]	1500.0
[ 155.  145.]	[ 5.  5.]	1500.0
[ 165.  135.]	[ 5.  5.]	1500.0
[ 165.  135.]	[ 5.  5.]	1500.0
[ 175.    5.]	[   5.  125.]	1500.0
[ 175.    5.]	[   5.  125.]	1500.0
[ 175.   25.]	[  5.  25.]	1500.0
[ 175.   25.]	[  5.  25.]	1500.0
[ 175.  125.]	[ 5.  5.]	1500.0
[ 175.  125.]	[ 5.  5.]	1500.0
[ 185.  115.]	[ 5.  5.]	1500.0
[ 185.  115.]	[ 5.  5.]	1500.0
[ 195.  105.]	[ 5.  5.]	1500.0
[ 195.  105.]	[ 5.  5.]	1500.0
[   5.  185.]	[ 125.    5.]	1550.0
[  25.  185.]	[ 25.   5.]	1550.0
[ 35.  55.]	[  5.  25.]	1550.0
[ 35.  55.]	[  5.  25.]	1550.0
[  35.  135.]	[ 25.   5.]	1550.0
[ 45.  85.]	[ 25.   5.]	1550.0
[ 55.  35.]	[ 25.   5.]	1550.0
[ 85.  45.]	[  5.  25.]	1550.0
[ 85.  45.]	[  5.  25.]	1550.0
[ 115.  195.]	[ 5.  5.]	1550.0
[ 115.  195.]	[ 5.  5.]	1550.0
[ 125.  185.]	[ 5.  5.]	1550.0
[ 125.  185.]	[ 5.  5.]	1550.0
[ 135.   35.]	[  5.  25.]	1550.0
[ 135.   35.]	[  5.  25.]	1550.0
[ 135.  175.]	[ 5.  5.]	1550.0
[ 135.  175.]	[ 5.  5.]	1550.0
[ 145.  165.]	[ 5.  5.]	1550.0
[ 145.  165.]	[ 5.  5.]	1550.0
[ 155.  155.]	[ 5.  5.]	1550.0
[ 155.  155.]	[ 5.  5.]	1550.0
[ 165.  145.]	[ 5.  5.]	1550.0
[ 165.  145.]	[ 5.  5.]	1550.0
[ 175.  135.]	[ 5.  5.]	1550.0
[ 175.  135.]	[ 5.  5.]	1550.0
[ 185.    5.]	[   5.  125.]	1550.0
[ 185.    5.]	[   5.  125.]	1550.0
[ 185.   25.]	[  5.  25.]	1550.0
[ 185.   25.]	[  5.  25.]	1550.0
[ 185.  125.]	[ 5.  5.]	1550.0
[ 185.  125.]	[ 5.  5.]	1550.0
[ 195.  115.]	[ 5.  5.]	1550.0
[ 195.  115.]	[ 5.  5.]	1550.0
[   5.  195.]	[ 125.    5.]	1600.0
[  25.  195.]	[ 25.   5.]	1600.0
[  35.  145.]	[ 25.   5.]	1600.0
[ 45.  55.]	[  5.  25.]	1600.0
[ 45.  55.]	[  5.  25.]	1600.0
[ 45.  95.]	[ 25.   5.]	1600.0
[ 55.  45.]	[ 25.   5.]	1600.0
[ 95.  45.]	[  5.  25.]	1600.0
[ 95.  45.]	[  5.  25.]	1600.0
[ 125.  195.]	[ 5.  5.]	1600.0
[ 125.  195.]	[ 5.  5.]	1600.0
[ 135.  185.]	[ 5.  5.]	1600.0
[ 135.  185.]	[ 5.  5.]	1600.0
[ 145.   35.]	[  5.  25.]	1600.0
[ 145.   35.]	[  5.  25.]	1600.0
[ 145.  175.]	[ 5.  5.]	1600.0
[ 145.  175.]	[ 5.  5.]	1600.0
[ 155.  165.]	[ 5.  5.]	1600.0
[ 155.  165.]	[ 5.  5.]	1600.0
[ 165.  155.]	[ 5.  5.]	1600.0
[ 165.  155.]	[ 5.  5.]	1600.0
[ 175.  145.]	[ 5.  5.]	1600.0
[ 175.  145.]	[ 5.  5.]	1600.0
[ 185.  135.]	[ 5.  5.]	1600.0
[ 185.  135.]	[ 5.  5.]	1600.0
[ 195.    5.]	[   5.  125.]	1600.0
[ 195.    5.]	[   5.  125.]	1600.0
[ 195.   25.]	[  5.  25.]	1600.0
[ 195.   25.]	[  5.  25.]	1600.0
[ 195.  125.]	[ 5.  5.]	1600.0
[ 195.  125.]	[ 5.  5.]	1600.0
[  5.  65.]	[  5.  25.]	1650.0
[  5.  65.]	[  5.  25.]	1650.0
[  35.  155.]	[ 25.   5.]	1650.0
[  45.  105.]	[ 25.   5.]	1650.0
[ 55.  55.]	[  5.  25.]	1650.0
[ 55.  55.]	[  5.  25.]	1650.0
[ 55.  55.]	[ 25.   5.]	1650.0
[ 65.   5.]	[ 25.   5.]	1650.0
[ 105.   45.]	[  5.  25.]	1650.0
[ 105.   45.]	[  5.  25.]	1650.0
[ 135.  195.]	[ 5.  5.]	1650.0
[ 135.  195.]	[ 5.  5.]	1650.0
[ 145.  185.]	[ 5.  5.]	1650.0
[ 145.  185.]	[ 5.  5.]	1650.0
[ 155.   35.]	[  5.  25.]	1650.0
[ 155.   35.]	[  5.  25.]	1650.0
[ 155.  175.]	[ 5.  5.]	1650.0
[ 155.  175.]	[ 5.  5.]	1650.0
[ 165.  165.]	[ 5.  5.]	1650.0
[ 165.  165.]	[ 5.  5.]	1650.0
[ 175.  155.]	[ 5.  5.]	1650.0
[ 175.  155.]	[ 5.  5.]	1650.0
[ 185.  145.]	[ 5.  5.]	1650.0
[ 185.  145.]	[ 5.  5.]	1650.0
[ 195.  135.]	[ 5.  5.]	1650.0
[ 195.  135.]	[ 5.  5.]	1650.0
[ 15.  65.]	[  5.  25.]	1700.0
[ 15.  65.]	[  5.  25.]	1700.0
[  35.  165.]	[ 25.   5.]	1700.0
[  45.  115.]	[ 25.   5.]	1700.0
[ 55.  65.]	[ 25.   5.]	1700.0
[ 65.  15.]	[ 25.   5.]	1700.0
[ 65.  55.]	[  5.  25.]	1700.0
[ 65.  55.]	[  5.  25.]	1700.0
[ 115.   45.]	[  5.  25.]	1700.0
[ 115.   45.]	[  5.  25.]	1700.0
[ 145.  195.]	[ 5.  5.]	1700.0
[ 145.  195.]	[ 5.  5.]	1700.0
[ 155.  185.]	[ 5.  5.]	1700.0
[ 155.  185.]	[ 5.  5.]	1700.0
[ 165.   35.]	[  5.  25.]	1700.0
[ 165.   35.]	[  5.  25.]	1700.0
[ 165.  175.]	[ 5.  5.]	1700.0
[ 165.  175.]	[ 5.  5.]	1700.0
[ 175.  165.]	[ 5.  5.]	1700.0
[ 175.  165.]	[ 5.  5.]	1700.0
[ 185.  155.]	[ 5.  5.]	1700.0
[ 185.  155.]	[ 5.  5.]	1700.0
[ 195.  145.]	[ 5.  5.]	1700.0
[ 195.  145.]	[ 5.  5.]	1700.0
[  5.  45.]	[ 125.   25.]	1750.0
[  5.  65.]	[ 25.  25.]	1750.0
[ 15.  55.]	[ 25.  25.]	1750.0
[ 25.  45.]	[ 25.  25.]	1750.0
[ 25.  65.]	[  5.  25.]	1750.0
[ 25.  65.]	[  5.  25.]	1750.0
[ 35.  35.]	[ 25.  25.]	1750.0
